"name";"lat";"lng";"postal_code";"population"
"South Cairo, NY";42.2681;-73.9554;"";547
"Spring Glen, NY";41.6639;-74.4245;"";243
"Stone Ridge, NY";41.8616;-74.1697;"";2703
"Tannersville, NY";42.1956;-74.1338;"";1164
"Tillson, NY";41.8338;-74.0626;"";1584
"Ulster Park, NY";41.8651;-73.9948;"";3299
"Wawarsing, NY";41.7606;-74.3535;"";1101
"West Camp, NY";42.1087;-73.9346;"";31
"West Hurley, NY";41.9973;-74.1049;"";1561
"West Kill, NY";42.2046;-74.362;"";299
"West Park, NY";41.7953;-73.9809;"";310
"West Shokan, NY";41.9673;-74.2871;"";660
"Willow, NY";42.0849;-74.2407;"";334
"Windham, NY";42.3175;-74.262;"";1621
"Woodstock, NY";42.0348;-74.112;"";4836
"Amenia, NY";41.8447;-73.5542;"";2700
"Ancram, NY";42.0851;-73.6424;"";1169
"Ancramdale, NY";42.0381;-73.5819;"";645
"Annandale On Hudson, NY";42.0354;-73.9092;"";1443
"Barrytown, NY";42.0005;-73.9199;"";253
"Beacon, NY";41.5097;-73.9634;"";19604
"Chelsea, NY";41.5528;-73.9682;"";35
"Claverack, NY";42.2251;-73.7346;"";511
"Clinton Corners, NY";41.8693;-73.7659;"";3184
"Clintondale, NY";41.6749;-74.0557;"";1307
"Copake, NY";42.1113;-73.5526;"";1913
"Copake Falls, NY";42.1367;-73.5108;"";656
"Cornwall, NY";41.4162;-74.0395;"";6310
"Cornwall On Hudson, NY";41.433;-74.0061;"";2984
"Craryville, NY";42.176;-73.6571;"";1180
"Dover Plains, NY";41.7351;-73.587;"";4828
"Elizaville, NY";42.0902;-73.7818;"";1519
"Fishkill, NY";41.5404;-73.8979;"";16193
"Gardiner, NY";41.6576;-74.1672;"";2872
"Germantown, NY";42.1219;-73.8625;"";3690
"Glenham, NY";41.5202;-73.9333;"";270
"Highland, NY";41.7167;-73.9928;"";13139
"Hillsdale, NY";42.1868;-73.5483;"";2778
"Hollowville, NY";42.2054;-73.6912;"";107
"Holmes, NY";41.5325;-73.6628;"";3862
"Hopewell Junction, NY";41.5603;-73.7939;"";25774
"Hudson, NY";42.247;-73.7552;"";18078
"Hyde Park, NY";41.7887;-73.9063;"";13985
"Lagrangeville, NY";41.6615;-73.745;"";7677
"Marlboro, NY";41.6056;-73.988;"";5746
"Maybrook, NY";41.4886;-74.2163;"";3199
"Millbrook, NY";41.7803;-73.6885;"";4740
"Millerton, NY";41.9536;-73.5287;"";2934
"Milton, NY";41.6535;-73.9772;"";2873
"Modena, NY";41.6503;-74.1036;"";1419
"Montgomery, NY";41.5333;-74.2534;"";11156
"Newburgh, NY";41.511851;-74.020946;"";54612
"New Windsor, NY";41.4724;-74.0566;"";26029
"New Paltz, NY";41.7464;-74.1092;"";18618
"Patterson, NY";41.4888;-73.5815;"";8155
"Pawling, NY";41.5749;-73.5948;"";6867
"Philmont, NY";42.2485;-73.6463;"";1379
"Pine Bush, NY";41.6178;-74.3263;"";10434
"Pine Plains, NY";41.9896;-73.6602;"";3162
"Pleasant Valley, NY";41.747;-73.8143;"";10100
"Poughquag, NY";41.6194;-73.6783;"";7825
"Red Hook, NY";42.0064;-73.8546;"";9931
"Rhinebeck, NY";41.9272;-73.8888;"";8925
"Rhinecliff, NY";41.9151;-73.9517;"";181
"Rock Tavern, NY";41.4575;-74.1659;"";1884
"Salisbury Mills, NY";41.4497;-74.1214;"";1696
"Salt Point, NY";41.805;-73.8013;"";2123
"Staatsburg, NY";41.8502;-73.8988;"";4287
"Stanfordville, NY";41.8877;-73.6945;"";2145
"Stormville, NY";41.5512;-73.7255;"";6272
"Tivoli, NY";42.0579;-73.9025;"";2467
"Verbank, NY";41.7227;-73.7184;"";901
"Walden, NY";41.5596;-74.1764;"";12729
"Wallkill, NY";41.616;-74.1439;"";17463
"Wappingers Falls, NY";41.595;-73.8876;"";34400
"Wassaic, NY";41.7759;-73.5544;"";1150
"Wingdale, NY";41.6538;-73.5556;"";4380
"Poughkeepsie, NY";41.728524;-73.81533400000001;"";86142
"Monticello, NY";41.6516;-74.7007;"";11061
"Barryville, NY";41.4912;-74.9152;"";1305
"Bethel, NY";41.6693;-74.894;"";254
"Bloomingburg, NY";41.5644;-74.4304;"";6516
"Burlingham, NY";41.5901;-74.3821;"";101
"Callicoon, NY";41.7673;-75.0563;"";1921
"Callicoon Center, NY";41.8368;-74.9466;"";328
"Claryville, NY";41.9657;-74.5293;"";183
"Cochecton, NY";41.692;-74.9741;"";1256
"Cuddebackville, NY";41.4776;-74.5976;"";2253
"Eldred, NY";41.5328;-74.8968;"";784
"Fallsburg, NY";41.7273;-74.6154;"";1879
"Ferndale, NY";41.7349;-74.7345;"";1032
"Fremont Center, NY";41.8782;-75.0343;"";96
"Glen Spey, NY";41.4858;-74.7995;"";2074
"Glen Wild, NY";41.6545;-74.5833;"";406
"Grahamsville, NY";41.8807;-74.5127;"";1673
"Hankins, NY";41.8391;-75.0534;"";220
"Harris, NY";41.7143;-74.7263;"";73
"Highland Lake, NY";41.5309;-74.8516;"";266
"Hortonville, NY";41.7629;-75.0306;"";181
"Huguenot, NY";41.4179;-74.631;"";1271
"Hurleyville, NY";41.7356;-74.6743;"";1552
"Jeffersonville, NY";41.7784;-74.9196;"";1524
"Kauneonga Lake, NY";41.6874;-74.8358;"";314
"Kenoza Lake, NY";41.7296;-74.9611;"";276
"Kiamesha Lake, NY";41.6838;-74.6724;"";1121
"Lake Huntington, NY";41.6782;-74.9949;"";235
"Liberty, NY";41.7962;-74.7484;"";6560
"Livingston Manor, NY";41.8778;-74.827;"";4320
"Loch Sheldrake, NY";41.7789;-74.6614;"";1482
"Long Eddy, NY";41.8644;-75.0942;"";403
"Mongaup Valley, NY";41.681;-74.8028;"";413
"Mountain Dale, NY";41.6918;-74.5358;"";586
"Narrowsburg, NY";41.5921;-75.0107;"";1555
"Neversink, NY";41.8492;-74.6127;"";1230
"North Branch, NY";41.8142;-74.9824;"";364
"Obernburg, NY";41.8448;-75.0071;"";86
"Parksville, NY";41.8517;-74.7359;"";697
"Phillipsport, NY";41.6515;-74.4362;"";188
"Pond Eddy, NY";41.4511;-74.841;"";166
"Port Jervis, NY";41.3786;-74.6691;"";14061
"Rock Hill, NY";41.6134;-74.5872;"";2354
"Roscoe, NY";41.9609;-74.9346;"";2327
"Forestburgh, NY";41.5691;-74.7241;"";857
"Smallwood, NY";41.6615;-74.8178;"";634
"South Fallsburg, NY";41.7042;-74.6444;"";2274
"Sparrow Bush, NY";41.4443;-74.7213;"";2064
"Summitville, NY";41.6215;-74.4507;"";281
"Swan Lake, NY";41.7285;-74.8341;"";2044
"Thompsonville, NY";41.7143;-74.5841;"";38
"Westbrookville, NY";41.719;-74.7554;"";939
"White Lake, NY";41.6485;-74.8654;"";450
"White Sulphur Springs, NY";41.8002;-74.8286;"";244
"Woodbourne, NY";41.7708;-74.5928;"";3038
"Woodridge, NY";41.717;-74.5815;"";2059
"Wurtsboro, NY";41.5877;-74.5039;"";4397
"Youngsville, NY";41.8032;-74.8888;"";869
"Yulan, NY";41.5226;-74.9329;"";227
"Glens Falls, NY";43.3115;-73.6448;"";14422
"South Glens Falls, NY";43.2836;-73.6294;"";8386
"Queensbury, NY";43.329;-73.6818;"";26477
"Adirondack, NY";43.7165;-73.7825;"";399
"Argyle, NY";43.2381;-73.4641;"";3385
"Athol, NY";43.4839;-73.8817;"";728
"Bakers Mills, NY";43.6148;-74.0249;"";68
"Blue Mountain Lake, NY";43.8553;-74.4435;"";81
"Bolton Landing, NY";43.5766;-73.6714;"";1222
"Brant Lake, NY";43.6989;-73.7205;"";1084
"Cambridge, NY";43.0466;-73.3814;"";4306
"Chestertown, NY";43.6451;-73.8066;"";2281
"Clemons, NY";43.6435;-73.4326;"";330
"Comstock, NY";43.4614;-73.4033;"";2940
"Corinth, NY";43.2426;-73.8369;"";6382
"Cossayuna, NY";43.1837;-73.4268;"";386
"Diamond Point, NY";43.5156;-73.7001;"";1165
"Fort Ann, NY";43.4285;-73.4784;"";3754
"Fort Edward, NY";43.2653;-73.5822;"";8762
"Gansevoort, NY";43.1803;-73.7053;"";17438
"Granville, NY";43.3776;-73.2978;"";6798
"Greenfield Center, NY";43.1401;-73.8398;"";4182
"Greenwich, NY";43.0947;-73.503;"";6287
"Hadley, NY";43.3173;-73.8482;"";2257
"Hague, NY";43.7463;-73.5282;"";605
"Hampton, NY";43.5248;-73.2518;"";1018
"Hartford, NY";43.3493;-73.4049;"";523
"Hudson Falls, NY";43.3149;-73.5746;"";13525
"Huletts Landing, NY";43.6392;-73.5071;"";106
"Indian Lake, NY";43.7606;-74.2766;"";933
"Johnsburg, NY";43.586;-73.9165;"";451
"Kattskill Bay, NY";43.4754;-73.6272;"";238
"Lake George, NY";43.4167;-73.6975;"";4725
"Lake Luzerne, NY";43.3165;-73.8228;"";3273
"Long Lake, NY";43.9477;-74.4662;"";425
"Middle Granville, NY";43.4508;-73.3031;"";265
"Middle Grove, NY";43.0975;-74.0167;"";3221
"Minerva, NY";43.7811;-73.9835;"";227
"Newcomb, NY";43.957851;-74.148046;"";474
"North Creek, NY";43.6978;-73.986;"";1347
"North Hudson, NY";43.9869;-73.7121;"";198
"North River, NY";43.7237;-74.0873;"";131
"Olmstedville, NY";43.7799;-73.9335;"";608
"Paradox, NY";43.8914;-73.645;"";66
"Porter Corners, NY";43.1724;-73.8839;"";2212
"Pottersville, NY";43.7312;-73.8193;"";578
"Putnam Station, NY";43.756;-73.4123;"";771
"Riparius, NY";43.6754;-73.9325;"";5
"Rock City Falls, NY";43.0662;-73.9215;"";554
"Sabael, NY";43.6676;-74.4569;"";18
"Salem, NY";43.1828;-73.3327;"";3769
"Saratoga Springs, NY";43.0708;-73.7408;"";38422
"Schroon Lake, NY";43.8412;-73.7674;"";1044
"Schuylerville, NY";43.0878;-73.6007;"";4249
"Severance, NY";43.8759;-73.7304;"";44
"Shushan, NY";43.1106;-73.3231;"";716
"Silver Bay, NY";43.6978;-73.5071;"";159
"Stony Creek, NY";43.4214;-73.9495;"";716
"Ticonderoga, NY";43.8463;-73.4426;"";4971
"Victory Mills, NY";43.0884;-73.5917;"";373
"Warrensburg, NY";43.5003;-73.792;"";4531
"Wevertown, NY";43.6313;-73.9364;"";216
"Whitehall, NY";43.5531;-73.3864;"";4788
"Plattsburgh, NY";44.68905;-73.456699;"";34563
"Altona, NY";44.8816;-73.6408;"";2181
"Keeseville, NY";44.501912;-73.510249;"";4550
"Au Sable Forks, NY";44.4499;-73.6857;"";2280
"Bloomingdale, NY";44.3985;-74.0829;"";1219
"Bombay, NY";44.9479;-74.5947;"";1109
"Brushton, NY";44.8282;-74.5223;"";2206
"Burke, NY";44.9177;-74.1731;"";1190
"Cadyville, NY";44.6862;-73.6702;"";2252
"Champlain, NY";44.9773;-73.4466;"";3046
"Chateaugay, NY";44.9088;-74.0741;"";2631
"Chazy, NY";44.8884;-73.4501;"";2555
"Childwold, NY";44.2867;-74.6759;"";42
"Churubusco, NY";44.9432;-73.9355;"";595
"Constable, NY";44.9417;-74.3297;"";2024
"Cranberry Lake, NY";44.229;-74.8581;"";214
"Crown Point, NY";43.9526;-73.4665;"";1859
"Dannemora, NY";44.72;-73.7192;"";3999
"Dickinson Center, NY";44.7233;-74.5523;"";774
"Elizabethtown, NY";44.2245;-73.6011;"";1327
"Ellenburg, NY";44.882;-73.9633;"";21
"Ellenburg Center, NY";44.8444;-73.8685;"";1030
"Ellenburg Depot, NY";44.9163;-73.7876;"";1373
"Essex, NY";44.2807;-73.3731;"";568
"Fort Covington, NY";44.9731;-74.4929;"";1688
"Gabriels, NY";44.432;-74.181;"";248
"Jay, NY";44.3734;-73.7247;"";1538
"Keene, NY";44.2555;-73.7915;"";872
"Keene Valley, NY";44.2024;-73.7731;"";230
"Lake Clear, NY";44.3375;-74.2381;"";532
"Lake Placid, NY";44.2796;-73.982;"";5159
"Lewis, NY";44.3075;-73.5491;"";801
"Lyon Mountain, NY";44.764903;-73.946232;"";1004
"Malone, NY";44.8482;-74.2928;"";15517
"Mineville, NY";44.0876;-73.5236;"";1228
"Moira, NY";44.8504;-74.5603;"";1755
"Mooers, NY";44.9592;-73.5834;"";2071
"Mooers Forks, NY";44.9602;-73.673;"";1324
"Moriah, NY";44.0438;-73.5079;"";1335
"Moriah Center, NY";44.0612;-73.5098;"";361
"Morrisonville, NY";44.6894;-73.5772;"";5553
"New Russia, NY";44.1595;-73.6059;"";190
"Nicholville, NY";44.703;-74.6805;"";560
"North Bangor, NY";44.8532;-74.4191;"";3164
"North Lawrence, NY";44.775;-74.6653;"";1178
"Owls Head, NY";44.7308;-74.1342;"";429
"Paul Smiths, NY";44.445;-74.2664;"";952
"Peru, NY";44.5851;-73.5293;"";5702
"Piercefield, NY";44.2343;-74.556;"";191
"Port Henry, NY";44.0465;-73.4705;"";1444
"Port Kent, NY";44.5264;-73.4092;"";290
"Rainbow Lake, NY";44.467;-74.1729;"";184
"Ray Brook, NY";44.2802;-74.0795;"";1750
"Redford, NY";44.6164;-73.8087;"";375
"Rouses Point, NY";44.9884;-73.3691;"";2187
"Saint Regis Falls, NY";44.6578;-74.5155;"";1309
"Saranac, NY";44.7032;-73.7481;"";2366
"Saranac Lake, NY";44.3243;-74.133;"";7520
"Schuyler Falls, NY";44.6287;-73.5579;"";1278
"Tupper Lake, NY";44.232;-74.4905;"";6157
"Upper Jay, NY";44.3364;-73.7757;"";243
"Vermontville, NY";44.4601;-74.0573;"";953
"West Chazy, NY";44.797;-73.5112;"";4831
"Westport, NY";44.205;-73.4702;"";1508
"Willsboro, NY";44.3604;-73.3963;"";2030
"Wilmington, NY";44.3755;-73.8431;"";1336
"Witherbee, NY";44.0827;-73.5306;"";371
"Apulia Station, NY";42.8187;-76.0724;"";60
"Auburn, NY";43.00837;-76.546146;"";40463
"Aurora, NY";42.7472;-76.6775;"";1800
"Baldwinsville, NY";43.162;-76.3237;"";32208
"Bernhards Bay, NY";43.2717;-75.9373;"";1610
"Brewerton, NY";43.2252;-76.1351;"";7379
"Bridgeport, NY";43.159;-75.97;"";3830
"Camillus, NY";43.0417;-76.2807;"";15710
"Canastota, NY";43.0878;-75.7602;"";12329
"Cato, NY";43.1794;-76.5648;"";3747
"Cayuga, NY";42.9142;-76.7024;"";1925
"Cazenovia, NY";42.938;-75.8392;"";8621
"Central Square, NY";43.309;-76.1849;"";8869
"Chittenango, NY";43.0552;-75.8768;"";8948
"Cicero, NY";43.1707;-76.0962;"";17707
"Cincinnatus, NY";42.5385;-75.903;"";2624
"Clay, NY";43.1737;-76.1707;"";11610
"Cleveland, NY";43.2432;-75.8537;"";2643
"Constantia, NY";43.2728;-76.0042;"";2172
"Cortland, NY";42.5952;-76.1857;"";29609
"Delphi Falls, NY";42.8765;-75.9135;"";149
"De Ruyter, NY";42.7494;-75.8582;"";1514
"Dryden, NY";42.4861;-76.2872;"";4538
"Durhamville, NY";43.1579;-75.6714;"";1866
"East Syracuse, NY";43.0734;-76.0558;"";14422
"Elbridge, NY";43.0252;-76.4352;"";2939
"Erieville, NY";42.8562;-75.7543;"";1101
"Etna, NY";42.4851;-76.3835;"";234
"Fabius, NY";42.8531;-75.9836;"";2038
"Fair Haven, NY";43.4313;-76.2004;"";39
"Fayetteville, NY";43.0268;-76.0145;"";12280
"Freeville, NY";42.4998;-76.3636;"";5833
"Fulton, NY";43.3211;-76.4034;"";24927
"Genoa, NY";42.6746;-76.5418;"";865
"Georgetown, NY";42.7631;-75.7443;"";619
"Groton, NY";42.5855;-76.3633;"";6337
"Hannibal, NY";43.3111;-76.546;"";4329
"Hastings, NY";43.3527;-76.1477;"";2343
"Homer, NY";42.6726;-76.1878;"";6961
"Jamesville, NY";42.983;-76.0766;"";10149
"Jordan, NY";43.0651;-76.4598;"";3618
"King Ferry, NY";42.6635;-76.6216;"";992
"Kirkville, NY";43.0981;-75.955;"";4826
"Lacona, NY";43.6429;-76.0503;"";1704
"La Fayette, NY";42.891;-76.1061;"";3945
"Little York, NY";42.707;-76.1561;"";152
"Liverpool, NY";43.094701;-76.202726;"";52567
"Locke, NY";42.6558;-76.4154;"";2705
"Mc Graw, NY";42.5948;-76.082;"";2263
"Mc Lean, NY";42.5542;-76.2927;"";28
"Mallory, NY";43.3399;-76.0964;"";367
"Manlius, NY";42.9904;-75.9703;"";15773
"Marcellus, NY";42.9821;-76.3323;"";6125
"Marietta, NY";42.8974;-76.2806;"";2290
"Martville, NY";43.2661;-76.6289;"";1543
"Memphis, NY";43.0934;-76.403;"";2003
"Meridian, NY";43.1656;-76.5369;"";297
"Mexico, NY";43.4605;-76.2446;"";6815
"Minetto, NY";43.3977;-76.4824;"";119
"Minoa, NY";43.0772;-76.0098;"";3521
"Montezuma, NY";43.0101;-76.7033;"";274
"Moravia, NY";42.7355;-76.399;"";6156
"Nedrow, NY";42.9559;-76.1529;"";2167
"New Woodstock, NY";42.8441;-75.8635;"";1446
"North Bay, NY";43.2364;-75.7769;"";527
"North Pitcher, NY";42.6372;-75.8164;"";64
"Oswego, NY";43.4394;-76.4613;"";36566
"Parish, NY";43.4153;-76.1;"";3830
"Pennellville, NY";43.2609;-76.2395;"";3370
"Peterboro, NY";42.9686;-75.6794;"";199
"Phoenix, NY";43.2468;-76.3064;"";6655
"Pitcher, NY";42.5969;-75.8465;"";414
"Pompey, NY";42.8927;-76.0265;"";0
"Port Byron, NY";43.0427;-76.6449;"";4536
"Preble, NY";42.795;-76.2141;"";604
"Pulaski, NY";43.5562;-76.1252;"";5996
"Red Creek, NY";43.2291;-76.7146;"";2869
"Richland, NY";43.5776;-76.0029;"";1904
"Sandy Creek, NY";43.6517;-76.1264;"";2047
"Savannah, NY";43.0934;-76.7565;"";2077
"Scipio Center, NY";42.7708;-76.5862;"";1328
"Seneca Falls, NY";42.9094;-76.7925;"";10532
"Skaneateles, NY";42.9258;-76.4052;"";8290
"Skaneateles Falls, NY";42.9931;-76.456;"";329
"South Otselic, NY";42.6626;-75.7669;"";638
"Sterling, NY";43.3296;-76.6747;"";2232
"Sylvan Beach, NY";43.1965;-75.7305;"";602
"Truxton, NY";42.7085;-76.0189;"";1522
"Tully, NY";42.807;-76.1394;"";5255
"Union Springs, NY";42.8335;-76.674;"";1958
"Verona Beach, NY";43.1885;-75.7126;"";441
"Wampsville, NY";43.0753;-75.7069;"";417
"Warners, NY";43.0932;-76.2904;"";2404
"Waterloo, NY";42.9045;-76.8755;"";10881
"Weedsport, NY";43.0489;-76.5425;"";5534
"West Monroe, NY";43.2882;-76.0797;"";3024
"Syracuse, NY";43.048103;-76.159187;"";228696
"Alder Creek, NY";43.4157;-75.2137;"";79
"Altmar, NY";43.497;-75.9719;"";1726
"Ava, NY";43.3445;-75.4509;"";1115
"Barneveld, NY";43.2237;-75.1612;"";1679
"Beaver Falls, NY";43.887;-75.4274;"";547
"Blossvale, NY";43.2303;-75.6873;"";2697
"Boonville, NY";43.4786;-75.344;"";5806
"Bouckville, NY";42.894;-75.5678;"";573
"Brantingham, NY";43.6887;-75.2921;"";421
"Bridgewater, NY";42.8792;-75.2672;"";511
"Brookfield, NY";42.8128;-75.3177;"";484
"Burlington Flats, NY";42.7516;-75.169;"";1489
"Camden, NY";43.3392;-75.7543;"";6490
"Canajoharie, NY";42.8671;-74.5956;"";3966
"Cassville, NY";42.9069;-75.2607;"";1271
"Chadwicks, NY";43.0226;-75.2656;"";793
"Cherry Valley, NY";42.7823;-74.7444;"";2163
"Clark Mills, NY";43.0923;-75.3796;"";1144
"Clayville, NY";42.9801;-75.251;"";797
"Clinton, NY";43.0586;-75.3808;"";11151
"Cold Brook, NY";43.3024;-74.9977;"";2093
"Constableville, NY";43.563;-75.4584;"";992
"Cooperstown, NY";42.7005;-74.9243;"";5372
"Croghan, NY";43.9095;-75.3542;"";1926
"Deansboro, NY";42.9818;-75.4383;"";1421
"Dolgeville, NY";43.1042;-74.7643;"";4331
"Eagle Bay, NY";43.8167;-74.8862;"";156
"Earlville, NY";42.7197;-75.5589;"";2752
"East Springfield, NY";42.8336;-74.8233;"";46
"Eaton, NY";42.8484;-75.6314;"";1163
"Edmeston, NY";42.6979;-75.2438;"";1570
"Fly Creek, NY";42.7252;-74.9869;"";658
"Forestport, NY";43.4737;-75.1787;"";1088
"Fort Plain, NY";42.9372;-74.6433;"";6307
"Frankfort, NY";43.044;-75.1072;"";8049
"Franklin Springs, NY";43.0361;-75.3962;"";149
"Garrattsville, NY";42.6315;-75.1866;"";213
"Glenfield, NY";43.7323;-75.3669;"";1936
"Greig, NY";43.6886;-75.3302;"";184
"Hamilton, NY";42.8231;-75.5434;"";6304
"Hartwick, NY";42.695;-75.055;"";1364
"Herkimer, NY";43.0307;-74.9876;"";9985
"Hinckley, NY";43.3126;-75.1169;"";168
"Hoffmeister, NY";43.3915;-74.74;"";36
"Holland Patent, NY";43.2484;-75.2535;"";3467
"Hubbardsville, NY";42.8237;-75.4367;"";884
"Ilion, NY";43.0064;-75.0484;"";10969
"Inlet, NY";43.748;-74.7846;"";354
"Jordanville, NY";42.9148;-74.9515;"";880
"Knoxboro, NY";42.9803;-75.5186;"";197
"Lee Center, NY";43.3148;-75.5055;"";2080
"Leonardsville, NY";42.8087;-75.2527;"";94
"Little Falls, NY";43.0474;-74.8606;"";8715
"Lowville, NY";43.7893;-75.4156;"";8609
"Lyons Falls, NY";43.6262;-75.3553;"";1259
"Madison, NY";42.8969;-75.5076;"";1676
"Marcy, NY";43.1639;-75.2783;"";7330
"Martinsburg, NY";43.7376;-75.4696;"";183
"Middleville, NY";43.1369;-74.924;"";730
"Mohawk, NY";42.99;-74.9853;"";5155
"Morrisville, NY";42.9108;-75.6487;"";4096
"Munnsville, NY";42.9863;-75.594;"";2447
"Nelliston, NY";42.9379;-74.6117;"";209
"New Berlin, NY";42.6224;-75.3474;"";3353
"New Hartford, NY";43.0654;-75.2906;"";16370
"New Lisbon, NY";42.5904;-75.1957;"";88
"Newport, NY";43.18;-74.9861;"";2320
"New York Mills, NY";43.1;-75.2937;"";3341
"North Brookfield, NY";42.8501;-75.3815;"";339
"Old Forge, NY";43.7435;-74.8935;"";1213
"Oneida, NY";43.0862;-75.6508;"";13602
"Oriskany, NY";43.1524;-75.3434;"";2421
"Oriskany Falls, NY";42.9576;-75.4838;"";2306
"Palatine Bridge, NY";42.9221;-74.5708;"";1889
"Poland, NY";43.2115;-75.0731;"";1874
"Port Leyden, NY";43.5802;-75.3263;"";2003
"Prospect, NY";43.3052;-75.1502;"";270
"Raquette Lake, NY";43.8131;-74.6574;"";95
"Redfield, NY";43.5658;-75.8242;"";437
"Remsen, NY";43.3385;-75.1616;"";3598
"Richfield Springs, NY";42.8402;-74.9716;"";3612
"Rome, NY";43.224453;-75.447949;"";42312
"Roseboom, NY";42.708;-74.8025;"";77
"Saint Johnsville, NY";43.017;-74.646;"";4498
"Salisbury Center, NY";43.1625;-74.7809;"";705
"Sauquoit, NY";43.0073;-75.2626;"";4138
"Sharon Springs, NY";42.7634;-74.5919;"";2382
"Sherburne, NY";42.6859;-75.483;"";4230
"Sherrill, NY";43.0704;-75.599;"";3063
"Smyrna, NY";42.6896;-75.6121;"";1370
"Springfield Center, NY";42.8388;-74.859;"";453
"Stittville, NY";43.2229;-75.2899;"";1162
"Stratford, NY";43.1791;-74.6768;"";679
"Taberg, NY";43.3366;-75.6027;"";3509
"Thendara, NY";43.7001;-75.0018;"";137
"Turin, NY";43.6441;-75.4132;"";549
"Van Hornesville, NY";42.8951;-74.8276;"";43
"Vernon, NY";43.0945;-75.5627;"";3212
"Vernon Center, NY";43.0443;-75.521;"";1724
"Verona, NY";43.1473;-75.5724;"";2843
"Waterville, NY";42.9332;-75.3815;"";3449
"Westdale, NY";43.4117;-75.8226;"";238
"West Eaton, NY";42.8545;-75.656;"";259
"West Edmeston, NY";42.7868;-75.3149;"";1088
"Westernville, NY";43.3294;-75.3151;"";729
"Westford, NY";42.6809;-74.7653;"";149
"West Leyden, NY";43.4597;-75.5127;"";628
"Westmoreland, NY";43.1017;-75.4533;"";1694
"West Winfield, NY";42.8826;-75.1835;"";3508
"Whitesboro, NY";43.1158;-75.3095;"";11516
"Williamstown, NY";43.4106;-75.9044;"";1775
"Woodgate, NY";43.5249;-75.1428;"";238
"Yorkville, NY";43.1116;-75.2756;"";2263
"Utica, NY";43.099733;-75.232033;"";70746
"Watertown, NY";43.9415;-75.904446;"";48471
"Fort Drum, NY";44.0354;-75.754;"";3982
"Adams, NY";43.8062;-76.049;"";4760
"Adams Center, NY";43.8631;-76.0041;"";2991
"Alexandria Bay, NY";44.3359;-75.9177;"";1670
"Antwerp, NY";44.2358;-75.6005;"";1519
"Black River, NY";44.0042;-75.7958;"";2685
"Brasher Falls, NY";44.8467;-74.7473;"";2168
"Brier Hill, NY";44.5525;-75.6722;"";256
"Brownville, NY";44.007;-75.9841;"";1094
"Calcium, NY";44.0265;-75.8499;"";2144
"Canton, NY";44.5924;-75.1628;"";11483
"Cape Vincent, NY";44.1244;-76.3164;"";1787
"Carthage, NY";43.9791;-75.6013;"";10863
"Castorland, NY";43.8843;-75.4604;"";2182
"Chase Mills, NY";44.8672;-75.073;"";462
"Chaumont, NY";44.0848;-76.1232;"";2681
"Chippewa Bay, NY";44.442;-75.7569;"";22
"Clayton, NY";44.1442;-76.062;"";5764
"Colton, NY";44.5016;-74.9327;"";2010
"Copenhagen, NY";43.8801;-75.6839;"";2232
"Deferiet, NY";44.0356;-75.6838;"";234
"De Kalb Junction, NY";44.4896;-75.2871;"";1547
"De Peyster, NY";44.4989;-75.4772;"";334
"Dexter, NY";44.0069;-76.065;"";4675
"Edwards, NY";44.311;-75.2522;"";1085
"Ellisburg, NY";43.7434;-76.1165;"";293
"Evans Mills, NY";44.0817;-75.8305;"";4363
"Felts Mills, NY";44.0204;-75.7524;"";301
"Fine, NY";44.2541;-75.1379;"";201
"Wellesley Island, NY";44.3213;-76.0172;"";435
"Fishers Landing, NY";44.2752;-76.0049;"";59
"Gouverneur, NY";44.3283;-75.4651;"";9922
"Great Bend, NY";44.0147;-75.7284;"";0
"Hammond, NY";44.4502;-75.6727;"";2423
"Hannawa Falls, NY";44.6087;-74.9732;"";91
"Harrisville, NY";44.1613;-75.3252;"";2261
"Henderson, NY";43.8467;-76.2352;"";1612
"Henderson Harbor, NY";43.8708;-76.1809;"";159
"Hermon, NY";44.4448;-75.1987;"";1785
"Heuvelton, NY";44.593;-75.4203;"";3032
"Hogansburg, NY";44.9825;-74.6626;"";3429
"La Fargeville, NY";44.1987;-75.9569;"";2840
"Lisbon, NY";44.7184;-75.2694;"";2137
"Lorraine, NY";43.7568;-75.9053;"";527
"Madrid, NY";44.769;-75.1413;"";1781
"Mannsville, NY";43.7179;-76.082;"";1438
"Massena, NY";44.9322;-74.8845;"";16517
"Morristown, NY";44.5843;-75.6453;"";357
"Natural Bridge, NY";44.063;-75.5039;"";881
"Newton Falls, NY";44.2177;-74.9423;"";211
"Norfolk, NY";44.8424;-74.9577;"";3025
"Norwood, NY";44.7472;-74.9992;"";3470
"Ogdensburg, NY";44.6902;-75.4774;"";16103
"Oswegatchie, NY";44.1933;-75.0659;"";410
"Parishville, NY";44.5927;-74.7941;"";900
"Philadelphia, NY";44.1589;-75.7099;"";2168
"Pierrepont Manor, NY";43.7334;-76.0543;"";141
"Plessis, NY";44.2774;-75.8496;"";92
"Potsdam, NY";44.6645;-74.974699;"";17060
"Pyrites, NY";44.5148;-75.1858;"";85
